name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Anita,1977,9,3,0,22.5,-101,tropical storm,0,40,998,,
Anita,1977,9,3,6,22,-103,tropical depression,-1,25,1011,,
Clara,1977,9,5,12,32.8,-80,tropical depression,-1,20,1015,,
Clara,1977,9,5,18,33.2,-79,tropical depression,-1,20,1014,,
Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,1013,,
Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,1012,,
Clara,1977,9,6,12,34,-77,tropical depression,-1,25,1011,,
Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,1010,,
Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,1010,,
Clara,1977,9,7,6,34.6,-75,tropical depression,-1,30,1010,,
Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,1010,,
Clara,1977,9,7,18,34.9,-73,tropical depression,-1,30,1010,,
Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,1006,,
Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,1001,,
Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,993,,
Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,994,,
Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,998,,
Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,1000,,
Clara,1977,9,9,12,34,-62.8,tropical storm,0,55,999,,
Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,1001,,
Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,1000,,
Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,1000,,
Clara,1977,9,10,12,33,-63.8,tropical storm,0,45,1001,,
Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,1001,,
Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,1002,,
Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,1002,,
Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,1010,,
Evelyn,1977,10,14,0,29,-64,tropical depression,-1,30,1008,,
Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,1005,,
Evelyn,1977,10,14,12,33,-64.9,tropical storm,0,40,1002,,
Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,999,,
Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,994,,
Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,996,,
Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,998,,
Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,999,,
Amelia,1978,7,30,18,25.7,-97,tropical depression,-1,30,1006,,
Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,1005,,
Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,1007,,
Amelia,1978,7,31,12,28,-98.2,tropical storm,0,35,1008,,
Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,1010,,
Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,1010,,
Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,1012,,
Bess,1978,8,5,18,25.1,-91,tropical depression,-1,20,1012,,
Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,1011,,
Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,1010,,
Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,1009,,
Bess,1978,8,6,18,23.9,-94,tropical storm,0,35,1008,,
Bess,1978,8,7,0,23.3,-95,tropical storm,0,40,1007,,
Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,1006,,
Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,1005,,
Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,1006,,
Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,1007,,
Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,1008,,
Bess,1978,8,8,12,20,-97,tropical depression,-1,25,1010,,
Cora,1978,8,7,12,13,-35,tropical depression,-1,25,1010,,
Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,1010,,
Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,1009,,
Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,1008,,
Cora,1978,8,8,12,14,-41.5,tropical storm,0,50,1003,,
Cora,1978,8,8,18,14,-43.2,hurricane,1,65,990,,
Cora,1978,8,9,0,14,-44.9,hurricane,1,80,980,,
Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,980,,
Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,988,,
Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,998,,
Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,1006,,
Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,1007,,
Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,1007,,
Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,1008,,
Cora,1978,8,11,0,12,-60.9,tropical storm,0,45,1008,,
Cora,1978,8,11,6,12,-62.8,tropical storm,0,35,1008,,
Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,1008,,
Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,1009,,
Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,1010,,
Juliet,1978,10,7,18,18,-55.6,tropical depression,-1,25,1011,,
Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,1010,,
Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,1009,,
Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,1008,,
Juliet,1978,10,8,18,19,-59.8,tropical storm,0,40,1007,,
Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,1006,,
Juliet,1978,10,9,6,19.7,-62,tropical storm,0,45,1006,,
Juliet,1978,10,9,12,19.9,-63,tropical storm,0,45,1006,,
Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,1006,,
Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,1006,,
Juliet,1978,10,10,6,21.7,-67,tropical storm,0,45,1006,,
Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,1006,,
Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,1006,,
Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,1006,,
Juliet,1978,10,11,6,28.3,-71,tropical storm,0,40,1006,,
Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,1006,,
Ana,1979,6,19,12,10,-45,tropical depression,-1,25,1011,,
Ana,1979,6,19,18,10.2,-46,tropical depression,-1,25,1011,,
Ana,1979,6,20,0,10.5,-47,tropical depression,-1,25,1010,,
Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,1010,,
Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,1010,,
Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,1009,,
Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,1009,,
Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,1008,,
Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,1008,,
Ana,1979,6,21,18,13.9,-53.5,tropical depression,-1,30,1007,,
Ana,1979,6,22,0,14.2,-54.7,tropical storm,0,35,1007,,
Ana,1979,6,22,6,14.2,-55.8,tropical storm,0,40,1005,,
Ana,1979,6,22,12,14.2,-56.9,tropical storm,0,50,1006,,
Ana,1979,6,22,18,14.1,-58.3,tropical storm,0,40,1008,,
Ana,1979,6,23,0,14.1,-59.8,tropical storm,0,35,1010,,
Ana,1979,6,23,6,14,-61.3,tropical depression,-1,30,1012,,
Ana,1979,6,23,12,14,-62.8,tropical depression,-1,25,1012,,
Ana,1979,6,23,18,14,-64.5,tropical depression,-1,25,1012,,
Ana,1979,6,24,0,14,-66.2,tropical depression,-1,25,1012,,
Bob,1979,7,9,12,22,-96,tropical depression,-1,20,1012,,
Bob,1979,7,9,18,22.5,-95.3,tropical depression,-1,25,1010,,
Bob,1979,7,10,0,23,-94.6,tropical depression,-1,30,1007,,
Bob,1979,7,10,6,23.5,-93.8,tropical storm,0,35,1004,,
Bob,1979,7,10,12,24,-93,tropical storm,0,50,998,,
Bob,1979,7,10,18,25,-92.3,tropical storm,0,55,996,,
Bob,1979,7,11,0,26.2,-91.6,hurricane,1,65,988,,
Bob,1979,7,11,6,27.8,-91.1,hurricane,1,65,991,,
Bob,1979,7,11,12,29.1,-90.6,hurricane,1,65,986,,
Bob,1979,7,11,18,31,-90.2,tropical storm,0,40,992,,
Bob,1979,7,12,0,32.5,-89.9,tropical depression,-1,30,998,,
Bob,1979,7,12,6,34,-89.7,tropical depression,-1,25,1002,,
Bob,1979,7,12,12,35.9,-89.1,tropical depression,-1,25,1004,,
Bob,1979,7,12,18,37.2,-87.8,tropical depression,-1,25,1006,,
Bob,1979,7,13,0,38.5,-86.5,tropical depression,-1,25,1006,,
Bob,1979,7,13,6,38.8,-85.3,tropical depression,-1,25,1006,,
Bob,1979,7,13,12,39,-84,tropical depression,-1,25,1007,,
Bob,1979,7,13,18,39,-82.7,tropical depression,-1,25,1008,,
Bob,1979,7,14,0,39,-81.3,tropical depression,-1,20,1009,,
Bob,1979,7,14,6,38.7,-80.1,tropical depression,-1,20,1009,,
Bob,1979,7,14,12,38.3,-78.8,tropical depression,-1,20,1010,,
Bob,1979,7,14,18,37.9,-77.7,tropical depression,-1,20,1010,,
Bob,1979,7,15,0,37.5,-76.5,tropical depression,-1,20,1011,,
Bob,1979,7,15,6,36.8,-76.3,tropical depression,-1,20,1011,,
Bob,1979,7,15,12,36,-76,tropical depression,-1,20,1012,,
Bob,1979,7,15,18,35,-76.3,tropical depression,-1,20,1012,,
Bob,1979,7,16,0,34,-76.5,tropical depression,-1,20,1013,,
Bob,1979,7,16,6,33.5,-75.8,tropical depression,-1,20,1013,,
Bob,1979,7,16,12,33,-75,tropical depression,-1,20,1014,,
Claudette,1979,7,15,12,12.5,-46.3,tropical depression,-1,20,1014,,
Claudette,1979,7,15,18,12.8,-48.4,tropical depression,-1,20,1014,,
Claudette,1979,7,16,0,13.4,-50.4,tropical depression,-1,25,1012,,
Claudette,1979,7,16,6,14.6,-52.1,tropical depression,-1,25,1012,,
Claudette,1979,7,16,12,15.7,-53.8,tropical depression,-1,30,1011,,
Claudette,1979,7,16,18,16.5,-55.5,tropical depression,-1,30,1011,,
Claudette,1979,7,17,0,17,-57.2,tropical depression,-1,30,1011,,
Claudette,1979,7,17,6,17.5,-58.8,tropical depression,-1,30,1011,,
Claudette,1979,7,17,12,17.8,-60.3,tropical storm,0,35,1011,,
Claudette,1979,7,17,18,18,-62.1,tropical storm,0,40,1010,,
Claudette,1979,7,18,0,18.2,-63.8,tropical storm,0,35,1010,,
Claudette,1979,7,18,6,18.3,-65.4,tropical depression,-1,30,1011,,
Claudette,1979,7,18,12,18.4,-67,tropical depression,-1,30,1011,,
Claudette,1979,7,18,18,18.5,-68.5,tropical depression,-1,25,1012,,
Claudette,1979,7,19,0,18.7,-69.5,tropical depression,-1,20,1012,,
Claudette,1979,7,19,6,18.8,-70.5,tropical depression,-1,20,1012,,
Claudette,1979,7,19,12,18.8,-71.4,tropical depression,-1,20,1012,,
Claudette,1979,7,19,18,19,-72.4,tropical depression,-1,20,1012,,
Claudette,1979,7,20,0,19,-73.3,tropical depression,-1,20,1013,,
Claudette,1979,7,20,6,19.2,-74.7,tropical depression,-1,20,1013,,
Claudette,1979,7,20,12,19.5,-76.7,tropical depression,-1,20,1013,,
Claudette,1979,7,20,18,20,-78.7,tropical depression,-1,20,1013,,
Claudette,1979,7,21,0,20.6,-80.4,tropical depression,-1,20,1013,,
Claudette,1979,7,21,6,21.4,-82.2,tropical depression,-1,25,1013,,
Claudette,1979,7,21,12,22.1,-83.5,tropical depression,-1,30,1012,,
Claudette,1979,7,21,18,22.8,-85,tropical depression,-1,30,1010,,
Claudette,1979,7,22,0,23.5,-86.5,tropical depression,-1,30,1007,,
Claudette,1979,7,22,6,24,-87.4,tropical depression,-1,30,1007,,
Claudette,1979,7,22,12,24.5,-88.5,tropical depression,-1,30,1007,,
Claudette,1979,7,22,18,25,-89.5,tropical depression,-1,30,1006,,
Claudette,1979,7,23,0,25.4,-90.5,tropical depression,-1,30,1005,,
Claudette,1979,7,23,6,25.9,-91.4,tropical depression,-1,30,1004,,
Claudette,1979,7,23,12,26.4,-92.4,tropical storm,0,35,1003,,
Claudette,1979,7,23,18,26.9,-92.9,tropical storm,0,35,1003,,
Claudette,1979,7,24,0,27.5,-93.4,tropical storm,0,35,1003,,
Claudette,1979,7,24,6,28.3,-93.5,tropical storm,0,40,1003,,
Claudette,1979,7,24,12,28.8,-93.7,tropical storm,0,45,1002,,
Claudette,1979,7,24,18,29.6,-93.9,tropical storm,0,45,1000,,
Claudette,1979,7,25,0,30.3,-93.9,tropical storm,0,40,997,,
Claudette,1979,7,25,6,30.3,-94.3,tropical storm,0,35,998,,
Claudette,1979,7,25,12,30.5,-94.8,tropical depression,-1,30,1000,,
Claudette,1979,7,25,18,30.5,-95.2,tropical depression,-1,30,1001,,
Claudette,1979,7,26,0,30.2,-95.3,tropical depression,-1,30,1001,,
Claudette,1979,7,26,6,30.6,-95.1,tropical depression,-1,30,1002,,
Claudette,1979,7,26,12,30.8,-95.4,tropical depression,-1,25,1003,,
Claudette,1979,7,26,18,31.3,-96.3,tropical depression,-1,25,1004,,
Claudette,1979,7,27,0,31.8,-96.6,tropical depression,-1,20,1004,,
Claudette,1979,7,27,6,32.7,-96.4,tropical depression,-1,20,1006,,
Claudette,1979,7,27,12,34,-95.9,tropical depression,-1,15,1007,,
Claudette,1979,7,27,18,35.3,-95.3,tropical depression,-1,15,1007,,
Claudette,1979,7,28,0,36.4,-94.6,tropical depression,-1,15,1007,,
Claudette,1979,7,28,6,37.8,-93.4,tropical depression,-1,15,1008,,
Claudette,1979,7,28,12,38.6,-91,tropical depression,-1,15,1009,,
Claudette,1979,7,28,18,38.8,-88,tropical depression,-1,15,1009,,
Claudette,1979,7,29,0,39,-85.2,tropical depression,-1,15,1010,,
Claudette,1979,7,29,6,39,-82.8,tropical depression,-1,15,1011,,
Claudette,1979,7,29,12,39,-80.2,tropical depression,-1,15,1011,,
David,1979,8,25,12,11.7,-36.1,tropical depression,-1,25,1008,,
David,1979,8,25,18,11.7,-38.2,tropical depression,-1,25,1007,,
David,1979,8,26,0,11.7,-40.3,tropical depression,-1,30,1006,,
David,1979,8,26,6,11.6,-42.2,tropical storm,0,35,1005,,
David,1979,8,26,12,11.6,-44,tropical storm,0,40,1003,,
David,1979,8,26,18,11.6,-45.5,tropical storm,0,45,998,,
David,1979,8,27,0,11.7,-47,tropical storm,0,55,990,,
David,1979,8,27,6,11.8,-48.5,hurricane,1,65,980,,
David,1979,8,27,12,11.8,-50,hurricane,1,80,966,,
David,1979,8,27,18,11.9,-51.5,hurricane,2,95,954,,
David,1979,8,28,0,12.2,-52.9,hurricane,4,115,947,,
David,1979,8,28,6,12.5,-54.4,hurricane,4,125,941,,
David,1979,8,28,12,12.8,-55.7,hurricane,4,130,938,,
David,1979,8,28,18,13.2,-56.9,hurricane,4,125,941,,
David,1979,8,29,0,13.7,-58,hurricane,4,120,944,,
David,1979,8,29,6,14.2,-59.2,hurricane,4,120,942,,
David,1979,8,29,12,14.8,-60.3,hurricane,4,125,938,,
David,1979,8,29,18,15.3,-61.6,hurricane,4,125,933,,
David,1979,8,30,0,15.6,-62.8,hurricane,4,130,929,,
David,1979,8,30,6,16,-64.2,hurricane,5,140,925,,
David,1979,8,30,12,16.3,-65.2,hurricane,5,145,924,,
David,1979,8,30,18,16.6,-66.2,hurricane,5,150,924,,
David,1979,8,31,0,16.8,-67.3,hurricane,5,145,927,,
David,1979,8,31,6,17,-68.3,hurricane,5,145,928,,
David,1979,8,31,12,17.2,-69.1,hurricane,5,145,927,,
David,1979,8,31,18,17.9,-69.7,hurricane,5,150,926,,
David,1979,9,1,0,18.8,-70.4,hurricane,4,130,953,,
David,1979,9,1,6,19.3,-72,hurricane,3,100,978,,
David,1979,9,1,12,19.7,-73.7,hurricane,1,65,1002,,
David,1979,9,1,18,20.6,-74.6,tropical storm,0,60,1002,,
David,1979,9,2,0,21.3,-75.2,hurricane,1,65,997,,
David,1979,9,2,6,21.9,-75.5,hurricane,1,70,990,,
