country,period,treated,deforestation
BOL,after,FALSE,24.7192167852605
BOL,after,FALSE,-4.33847265489712
BOL,after,FALSE,73.9748322780517
BOL,after,FALSE,75.5232263892827
BOL,after,FALSE,31.1049290911891
BOL,after,FALSE,45.016340461099
BOL,after,FALSE,41.1249373229898
BOL,after,FALSE,25.6025430087325
BOL,after,FALSE,71.1090388425184
BOL,after,FALSE,47.0959563167872
BOL,after,FALSE,71.0390386310639
BOL,after,FALSE,62.5482680134546
BOL,after,FALSE,67.8899753571616
BOL,after,FALSE,72.5463972360397
BOL,after,FALSE,109.137399842827
BOL,after,FALSE,67.1463277477077
BOL,after,FALSE,20.0009645627641
BOL,after,FALSE,58.8446108195083
BOL,after,FALSE,32.1345841728228
BOL,after,FALSE,44.7687967968629
BOL,after,FALSE,72.5595201191862
BOL,after,FALSE,69.0658767231532
BOL,after,FALSE,17.4266458114077
BOL,after,FALSE,43.0136352620882
BOL,after,FALSE,66.2263169031018
BOL,after,FALSE,54.2162074376572
BOL,after,FALSE,33.0936438964941
BOL,after,FALSE,56.7649704107103
BOL,after,FALSE,90.883625860608
BOL,after,FALSE,39.3858466864765
BOL,after,FALSE,68.0389123952762
BOL,after,FALSE,31.1569920715221
BOL,after,FALSE,38.3336990705096
BOL,after,FALSE,79.6846626182382
BOL,after,FALSE,76.3780515807565
BOL,after,FALSE,37.9431496395308
BOL,after,FALSE,88.435239385562
BOL,after,FALSE,62.982047129475
BOL,after,FALSE,69.9485494731546
BOL,after,FALSE,52.1951072553662
BOL,after,FALSE,28.4769718327342
BOL,after,FALSE,58.8319831200393
BOL,after,FALSE,74.0823901997336
BOL,after,FALSE,47.4849432823205
BOL,after,FALSE,37.9419478125946
BOL,after,FALSE,57.5510539975407
BOL,after,FALSE,99.0537377852574
BOL,after,FALSE,87.8954460024515
BOL,after,FALSE,97.9611420471746
BOL,after,FALSE,85.5866713124798
BOL,after,FALSE,97.2642984188701
BOL,after,FALSE,35.2348404534422
BOL,after,FALSE,37.5902605867079
BOL,after,FALSE,51.2488627625975
BOL,after,FALSE,65.8080711468659
BOL,after,FALSE,88.5210830162623
BOL,after,FALSE,66.8640431603125
BOL,after,FALSE,38.6138807082828
BOL,after,FALSE,70.4910524029867
BOL,after,FALSE,64.129309993207
BOL,after,FALSE,64.1120859419329
BOL,after,FALSE,34.8188631131259
BOL,after,FALSE,22.1360722705284
BOL,after,FALSE,64.5379882443443
BOL,after,FALSE,76.039194233273
BOL,after,FALSE,56.0603932543284
BOL,after,FALSE,20.0073401894481
BOL,after,FALSE,89.9151352636124
BOL,after,FALSE,27.1375871294956
BOL,after,FALSE,18.3846432736027
BOL,after,FALSE,72.0477995094701
BOL,after,FALSE,73.0416976184159
BOL,after,FALSE,104.129231570407
BOL,after,FALSE,26.7445679743775
BOL,after,FALSE,77.9950899464139
BOL,after,FALSE,12.1882812447226
BOL,after,FALSE,-13.5121428107659
BOL,after,FALSE,96.5421496709957
BOL,after,FALSE,59.8524207407023
BOL,after,FALSE,77.5594699575041
BOL,after,FALSE,76.2785132276087
BOL,after,FALSE,50.3558037131249
BOL,after,FALSE,7.97852721966586
BOL,after,FALSE,24.6390881514583
BOL,after,FALSE,57.3892008109145
BOL,after,FALSE,63.3060792071769
BOL,after,FALSE,52.2591710803634
BOL,after,FALSE,46.1008208335332
BOL,after,FALSE,35.974183682458
BOL,after,FALSE,66.7808572875711
BOL,after,FALSE,15.557908948906
BOL,after,FALSE,41.7262908291453
BOL,after,FALSE,32.9243214862932
BOL,after,FALSE,46.1856078749132
BOL,after,FALSE,87.6856339710793
BOL,after,FALSE,45.6216421917011
BOL,after,FALSE,34.9202324083817
BOL,after,FALSE,65.883417693023
BOL,after,FALSE,61.3616401968494
BOL,after,FALSE,44.4034134594756
BOL,after,FALSE,61.2212876711276
BOL,after,FALSE,99.4659747962969
BOL,after,FALSE,39.5369205629185
BOL,after,FALSE,85.0210749627672
BOL,after,FALSE,78.1377211410658
BOL,after,FALSE,30.8428585180883
BOL,after,FALSE,32.2099647334757
BOL,after,FALSE,31.9930283973075
BOL,after,FALSE,83.3557324270623
BOL,after,FALSE,59.1425987958948
BOL,after,FALSE,85.6111976246872
BOL,after,FALSE,79.8621638584769
BOL,after,FALSE,37.7737659346214
BOL,after,FALSE,45.5154169703162
BOL,after,FALSE,67.5870780949979
BOL,after,FALSE,49.278536053098
BOL,after,FALSE,57.2990460219402
BOL,after,FALSE,66.7689351783018
BOL,after,FALSE,21.4884862271369
BOL,after,FALSE,81.4819581146282
BOL,after,FALSE,19.2861829125229
BOL,after,FALSE,71.1434808029893
BOL,after,FALSE,-6.71904366662155
BOL,after,FALSE,65.7638177679479
BOL,after,FALSE,64.1778202246604
BOL,after,FALSE,60.874052528798
BOL,after,FALSE,40.0023458209922
BOL,after,FALSE,42.0235004475733
BOL,after,FALSE,14.477345586013
BOL,after,FALSE,59.9273132054957
BOL,after,FALSE,123.778603433085
BOL,after,FALSE,50.8291806707022
BOL,after,FALSE,110.495636463265
BOL,after,FALSE,76.1071409889038
BOL,after,FALSE,71.8307389595381
BOL,after,FALSE,63.5801721236668
BOL,after,FALSE,46.9638400476729
BOL,after,FALSE,35.7190881580383
BOL,after,FALSE,42.1254886640058
BOL,after,FALSE,80.0150270402199
BOL,after,FALSE,39.8654092222154
BOL,after,FALSE,63.0726204708618
BOL,after,FALSE,39.9029340820146
BOL,after,FALSE,36.3599070535504
BOL,after,FALSE,25.0203427559759
BOL,after,FALSE,88.8032649564091
BOL,after,FALSE,41.8565965410773
BOL,after,FALSE,22.2002079911197
BOL,after,FALSE,-22.3126218963411
BOL,after,FALSE,45.5627071923457
BOL,after,FALSE,29.9470099237723
BOL,after,FALSE,77.6135783051393
BOL,after,FALSE,17.1111772063893
BOL,after,FALSE,28.4461883059019
BOL,after,FALSE,22.0654567205127
BOL,after,FALSE,19.3832113607224
BOL,after,FALSE,56.8686297500534
BOL,after,FALSE,30.7303938881734
BOL,after,FALSE,13.6711341508763
BOL,after,FALSE,-5.99142713506003
BOL,after,FALSE,83.1338274496712
BOL,after,FALSE,51.7921055593861
BOL,after,FALSE,40.5545045696437
BOL,after,FALSE,78.6866537956994
BOL,after,FALSE,86.7904169203358
BOL,after,FALSE,56.1387225327311
BOL,after,FALSE,73.9568874128251
BOL,after,FALSE,42.2344700028617
BOL,after,FALSE,60.7553052620257
BOL,after,FALSE,57.942245477654
BOL,after,FALSE,47.0537189341298
BOL,after,FALSE,73.3601176377773
BOL,after,FALSE,58.3613520177425
BOL,after,FALSE,12.2107371512082
BOL,after,FALSE,33.7869133769507
BOL,after,FALSE,16.7262803813611
BOL,after,FALSE,82.900411171987
BOL,after,FALSE,-33.7120696756753
BOL,after,FALSE,52.2101904774311
BOL,after,FALSE,34.8249169148743
BOL,after,FALSE,30.5796558290322
BOL,after,FALSE,38.1605935865381
BOL,after,FALSE,93.9242956311395
BOL,after,FALSE,28.2712730005156
BOL,after,FALSE,25.6279293577308
BOL,after,FALSE,41.6768483995593
BOL,after,FALSE,44.3069584088158
BOL,after,FALSE,41.3051768999242
BOL,after,FALSE,59.1340003979769
BOL,after,FALSE,82.0717263551739
BOL,after,FALSE,56.1124051309628
BOL,after,FALSE,44.4449175592792
BOL,after,FALSE,20.0546372603138
BOL,after,FALSE,94.1181509025441
BOL,after,FALSE,66.2436931273871
BOL,after,FALSE,63.1470559063482
BOL,after,FALSE,96.3198537182475
BOL,after,FALSE,61.398387129584
BOL,after,FALSE,56.6408683927002
BOL,after,FALSE,81.1287906834233
BOL,after,FALSE,44.1670469543087
BOL,after,FALSE,70.7868345315904
BOL,after,FALSE,110.54819010141
BOL,after,FALSE,44.3693212872588
BOL,after,FALSE,34.6023578348368
BOL,after,FALSE,55.4557744917628
BOL,after,FALSE,63.2957528641305
BOL,after,FALSE,41.9493337087294
BOL,after,FALSE,48.2976100036363
BOL,after,FALSE,40.7982272965845
BOL,after,FALSE,90.1832942990308
BOL,after,FALSE,74.3571523721768
BOL,after,FALSE,39.7078079548614
BOL,after,FALSE,75.122802397482
BOL,after,FALSE,96.0836493305344
BOL,after,FALSE,56.9673481510032
BOL,after,FALSE,64.4195064824807
BOL,after,FALSE,25.4200349294406
BOL,after,FALSE,66.4176075123672
BOL,after,FALSE,37.2833993120639
BOL,after,FALSE,67.5874242615558
BOL,after,FALSE,35.5616756967249
BOL,after,FALSE,82.1501798912732
BOL,after,FALSE,56.2435719480981
BOL,after,FALSE,43.7912268072683
BOL,after,FALSE,50.89025766941
BOL,after,FALSE,106.752707024853
BOL,after,FALSE,74.1623905033107
BOL,after,FALSE,73.0554211759884
BOL,after,FALSE,65.6752695398402
BOL,after,FALSE,66.0832266733642
BOL,after,FALSE,43.6357428800627
BOL,after,FALSE,9.32889994631272
BOL,after,FALSE,62.0801664545574
BOL,after,FALSE,29.2219267296665
BOL,after,FALSE,107.87259312465
BOL,after,FALSE,46.4094113324935
BOL,after,FALSE,60.4015937844056
BOL,after,FALSE,74.8133045190289
BOL,after,FALSE,71.5013583100982
BOL,after,FALSE,56.3075948203309
BOL,after,FALSE,102.861431632116
BOL,after,FALSE,91.4421264466524
BOL,after,FALSE,29.14519812623
BOL,after,FALSE,71.6620150645049
BOL,after,FALSE,29.719071802683
BOL,after,FALSE,74.7324930547982
BOL,after,FALSE,72.854058990325
BOL,after,FALSE,48.5796480688698
BOL,after,FALSE,72.0737659774343
BOL,after,FALSE,95.1651656222411
BOL,after,FALSE,51.671376879634
BOL,after,FALSE,63.6722508644512
BOL,after,FALSE,101.683209142332
BOL,after,FALSE,48.5942725801713
BOL,after,FALSE,27.8477526130614
BOL,after,FALSE,94.6221917851243
BOL,after,FALSE,33.11045740207
BOL,after,FALSE,74.2010887695301
BOL,after,FALSE,80.3141445347002
BOL,after,FALSE,124.839454820992
BOL,after,FALSE,59.085283594989
BOL,after,FALSE,79.6040581192893
BOL,after,FALSE,41.0175729408311
BOL,after,FALSE,24.1852915992857
BOL,after,FALSE,36.543034924531
BOL,after,FALSE,103.950168806968
BOL,after,FALSE,61.2249015301067
BOL,after,FALSE,24.671055842688
BOL,after,FALSE,57.5247909327602
BOL,after,FALSE,91.8622758645211
BOL,after,FALSE,34.6642611334326
BOL,after,FALSE,17.2982713311567
BOL,after,FALSE,98.2325950508442
BOL,after,FALSE,64.4950327808493
BOL,after,FALSE,40.9125508102952
BOL,after,FALSE,43.3524910483374
BOL,after,FALSE,71.4595709962027
BOL,after,FALSE,124.217251996403
BOL,after,FALSE,34.9399765283539
BOL,after,FALSE,32.6659143028269
BOL,after,FALSE,39.562901321558
BOL,after,FALSE,88.4660004331132
BOL,after,FALSE,56.4473655306618
BOL,after,FALSE,92.8383919461109
BOL,after,FALSE,39.6134029995176
BOL,after,FALSE,26.4475146742449
BOL,after,FALSE,73.8540887432973
BOL,after,FALSE,56.5224133697897
BOL,after,FALSE,24.6301557573232
BOL,after,FALSE,46.4140859575286
BOL,after,FALSE,51.7931538175448
BOL,after,FALSE,73.8903440927057
BOL,after,FALSE,80.2726065376418
BOL,after,FALSE,27.8021761630432
BOL,after,FALSE,44.3977162478265
BOL,after,FALSE,45.7689473871321
BOL,after,FALSE,34.5570547825771
BOL,after,FALSE,15.8473452112578
BOL,after,FALSE,41.8326802851818
BOL,after,FALSE,128.906906411772
BOL,after,FALSE,29.4667504998637
BOL,after,FALSE,80.3693000180916
BOL,after,FALSE,44.1787586633379
BOL,after,FALSE,45.9027089311943
BOL,after,FALSE,30.737646694174
BOL,after,FALSE,68.698523400353
BOL,after,FALSE,78.5961139763011
BOL,after,FALSE,66.1190471615646
BOL,after,FALSE,57.4182747866342
BOL,after,FALSE,55.092879930186
BOL,after,FALSE,78.4226115588413
BOL,after,FALSE,29.54666095194
BOL,after,FALSE,110.944126173573
BOL,after,FALSE,-5.61548866454805
BOL,after,FALSE,52.5138942272421
BOL,after,FALSE,56.9744615343185
BOL,after,FALSE,31.7478803514149
BOL,after,FALSE,-0.311729546329659
BOL,after,FALSE,29.2451298217631
BOL,after,FALSE,25.7659694747381
BOL,after,FALSE,39.848643222682
BOL,after,FALSE,66.1837825265088
BOL,after,FALSE,63.4308485969948
BOL,after,FALSE,29.1477889189882
BOL,after,FALSE,81.9572060085608
BOL,after,FALSE,12.5886631658407
BOL,after,FALSE,121.506287581625
BOL,after,FALSE,88.9695945932296
BOL,after,FALSE,72.6836023210113
BOL,after,FALSE,32.9314172679259
BOL,after,FALSE,48.9525102132742
BOL,after,FALSE,41.2568134323977
BOL,after,FALSE,81.8367372010927
BOL,after,FALSE,66.360389644838
BOL,after,FALSE,82.8021306772438
BOL,after,FALSE,31.9320665673954
BOL,after,FALSE,48.3583058041792
BOL,after,FALSE,68.4339857195845
BOL,after,FALSE,43.0311902648324
BOL,after,FALSE,37.14289956637
BOL,after,FALSE,54.8841506233718
BOL,after,FALSE,50.0114549098647
BOL,after,FALSE,32.5501023165788
BOL,after,FALSE,28.8042743159221
BOL,after,FALSE,39.2462970198305
BOL,after,FALSE,88.8104576843535
BOL,after,FALSE,63.3479257922346
BOL,after,FALSE,69.3697891648543
BOL,after,FALSE,45.8434816730837
BOL,after,FALSE,49.5537657683526
BOL,after,FALSE,85.7431234478741
BOL,after,FALSE,55.4010291961602
BOL,after,FALSE,57.2503059247119
BOL,after,FALSE,76.8014314043279
BOL,after,FALSE,101.087425046943
BOL,after,FALSE,69.4975496835101
BOL,after,FALSE,71.1522384776309
BOL,after,FALSE,47.0714627418141
BOL,after,FALSE,85.5135538490714
BOL,after,FALSE,53.8055589193177
BOL,after,FALSE,34.7012608240369
BOL,after,FALSE,31.5057922998155
BOL,after,FALSE,42.6918743014816
BOL,after,FALSE,65.1096153322434
BOL,after,FALSE,67.2301624562125
BOL,after,FALSE,59.9281920126556
BOL,after,FALSE,77.1665557730645
BOL,after,FALSE,41.5104440003438
BOL,after,FALSE,17.4863444323682
BOL,after,FALSE,85.7909044347399
BOL,after,FALSE,75.2975441468771
BOL,after,FALSE,64.2535663755894
BOL,after,FALSE,69.8548376295092
BOL,after,FALSE,36.4556266427372
BOL,after,FALSE,29.1921632585707
BOL,after,FALSE,31.9374667362789
BOL,after,FALSE,36.3618825675515
BOL,after,FALSE,57.3839897570311
BOL,after,FALSE,65.0943386263731
BOL,after,FALSE,71.5864020879749
BOL,after,FALSE,20.5488568820355
BOL,after,FALSE,53.2537767685625
BOL,after,FALSE,81.2630766553001
BOL,after,FALSE,95.5206993971684
BOL,after,FALSE,42.9633898646818
BOL,after,FALSE,23.964056960302
BOL,after,FALSE,38.617981609463
BOL,after,FALSE,52.1900796596042
BOL,after,FALSE,59.9830770090059
BOL,after,FALSE,67.7753121056021
BOL,after,FALSE,72.3390387288304
BOL,after,FALSE,54.2450419617878
BOL,after,FALSE,-4.40614595332126
BOL,after,FALSE,37.7694314702167
BOL,after,FALSE,51.2807684148569
BOL,after,FALSE,115.145895727463
BOL,after,FALSE,80.5300469519319
BOL,after,FALSE,40.5877118719792
BOL,after,FALSE,28.5583726106014
BOL,after,FALSE,51.0374488278918
BOL,after,FALSE,65.6850428086625
BOL,after,FALSE,69.3857746406447
BOL,after,FALSE,48.8794574920733
BOL,after,FALSE,77.4500858296735
BOL,after,FALSE,51.5839947093548
BOL,after,FALSE,81.4241097865461
BOL,after,FALSE,44.1033361868126
BOL,after,FALSE,65.4060867675418
BOL,after,FALSE,65.0057039374238
BOL,after,FALSE,95.9929063895108
BOL,after,FALSE,14.9003498130027
BOL,after,FALSE,47.4695596864995
BOL,after,FALSE,4.51416681288209
BOL,after,FALSE,58.7888183110422
BOL,after,FALSE,25.933275158509
BOL,after,FALSE,51.7132574311541
BOL,after,FALSE,47.910969314043
BOL,after,FALSE,73.3191546137015
BOL,after,FALSE,60.2556534182158
BOL,after,FALSE,83.7049029018649
BOL,after,FALSE,61.0247080069898
BOL,after,FALSE,49.288368580639
BOL,after,FALSE,75.5390538293638
BOL,after,FALSE,107.690721554891
BOL,after,FALSE,99.9297577799407
BOL,after,FALSE,78.4325519538136
BOL,after,FALSE,29.1729446499257
BOL,after,FALSE,61.3032585481763
BOL,after,FALSE,59.2801307176958
BOL,after,FALSE,66.2690915840018
BOL,after,FALSE,85.0910872343393
BOL,after,FALSE,52.880248448734
BOL,after,FALSE,83.4293456453942
BOL,after,FALSE,68.1148362017818
BOL,after,FALSE,81.8694785820369
BOL,after,FALSE,69.2616779192495
BOL,after,FALSE,62.1083986078292
BOL,after,FALSE,57.1760402479391
BOL,after,FALSE,72.9913546698631
BOL,after,FALSE,48.8409752145159
BOL,after,FALSE,72.8692075302159
BOL,after,FALSE,18.3854444039929
BOL,after,FALSE,55.608059619301
BOL,after,FALSE,49.1902999140062
BOL,after,FALSE,23.8356939538637
BOL,after,FALSE,78.4692118561839
BOL,after,FALSE,58.7654132955147
BOL,after,FALSE,37.5001332024671
BOL,after,FALSE,38.2752088802349
BOL,after,FALSE,60.7020501349378
BOL,after,FALSE,29.1665983482027
BOL,after,FALSE,56.9508993204323
BOL,after,FALSE,90.8915763872871
BOL,after,FALSE,4.52893999203065
BOL,after,FALSE,70.5033785014415
BOL,after,FALSE,57.1387082526939
BOL,after,FALSE,77.4827556042106
BOL,after,FALSE,22.9064241483328
BOL,after,FALSE,41.6659080649023
BOL,after,FALSE,63.2342964280355
BOL,after,FALSE,82.9773249328457
BOL,after,FALSE,39.9075677337111
BOL,after,FALSE,47.38254835603
BOL,after,FALSE,78.1770934720563
BOL,after,FALSE,63.7309668795574
BOL,after,FALSE,56.0746220099767
BOL,after,FALSE,80.802027189789
BOL,after,FALSE,51.1073651067552
BOL,after,FALSE,57.9968605467271
BOL,after,FALSE,43.8620227689994
BOL,after,FALSE,33.9150194253481
BOL,after,FALSE,55.0523315509827
BOL,after,FALSE,34.2059816529885
BOL,after,FALSE,40.4172139461324
BOL,after,FALSE,54.1747399428484
BOL,after,FALSE,53.0975805531228
BOL,after,FALSE,63.8505490007546
BOL,after,FALSE,17.6560364809693
BOL,after,FALSE,55.4474749568318
BOL,after,FALSE,105.757892678838
BOL,after,FALSE,73.9284053291054
BOL,after,FALSE,47.1385236857322
BOL,after,FALSE,76.6667417551079
BOL,after,FALSE,47.1116708514852
BOL,after,FALSE,59.2592535746084
BOL,after,FALSE,60.0750127751178
BOL,after,FALSE,39.3360476475233
BOL,after,FALSE,39.578845273534
BOL,after,FALSE,65.6467334940545
BOL,after,FALSE,58.7481723323185
BOL,after,FALSE,59.5334555439467
BOL,after,FALSE,39.7945007176549
BOL,after,FALSE,36.9283463692926
BOL,after,FALSE,17.1902654568718
BOL,after,FALSE,66.2082949929205
BOL,after,FALSE,67.3441756351672
BOL,after,FALSE,31.845145064899
BOL,after,FALSE,95.7134740861421
BOL,after,FALSE,58.8088322389315
BOL,after,FALSE,90.437044483287
BOL,after,FALSE,23.292883035986
BOL,after,FALSE,77.9238049989774
BOL,after,FALSE,18.2644087136434
BOL,after,FALSE,64.8350922680499
BOL,after,FALSE,77.9123165396044
BOL,after,FALSE,59.59356847059
BOL,after,FALSE,67.6107183310801
BOL,after,FALSE,82.5317132621983
BOL,after,FALSE,31.5807626135146
BOL,after,FALSE,59.2901433397076
BOL,after,FALSE,37.5255535996101
BOL,after,FALSE,-0.34940928831714
BOL,after,FALSE,30.7196386120762
BOL,after,FALSE,39.351237971581
BOL,after,FALSE,29.1758110899367
BOL,after,FALSE,13.9399524158534
BOL,after,FALSE,64.4781248275027
BOL,after,FALSE,51.2036232457228
BOL,after,FALSE,23.6358652409783
BOL,after,FALSE,82.9731803636124
BOL,after,FALSE,104.764467736422
BOL,after,FALSE,64.2100087978896
BOL,after,FALSE,29.0546048967598
BOL,after,FALSE,22.2069765993593
BOL,after,FALSE,45.9128641009473
BOL,after,FALSE,1.94497393142812
BOL,after,FALSE,50.6216212630868
BOL,after,FALSE,33.3367895056869
BOL,after,FALSE,86.6621375628555
BOL,after,FALSE,25.2109596654005
BOL,after,FALSE,44.7515930846208
BOL,after,FALSE,42.6817859818268
BOL,after,FALSE,13.8078369852376
BOL,after,FALSE,49.1153839394194
BOL,after,FALSE,113.010349943606
BOL,after,FALSE,103.424872830667
BOL,after,FALSE,86.5096903128139
BOL,after,FALSE,22.0323904822027
BOL,after,FALSE,70.9728867767128
BOL,after,FALSE,39.197575639693
BOL,after,FALSE,54.6323879547623
BOL,after,FALSE,21.2219621046727
BOL,after,FALSE,31.2881376623161
BOL,after,FALSE,41.7082044324383
BOL,after,FALSE,43.7018513884144
BOL,after,FALSE,19.0545065279714
BOL,after,FALSE,65.4901936895643
BOL,after,FALSE,64.8715012947441
BOL,after,FALSE,28.3336820550526
BOL,after,FALSE,62.984761487921
BOL,after,FALSE,67.5095062972365
BOL,after,FALSE,70.0892839610881
BOL,after,FALSE,47.0403922786842
BOL,after,FALSE,14.0888228266769
BOL,after,FALSE,62.8562813637755
BOL,after,FALSE,79.1176868515435
BOL,after,FALSE,36.8067918491461
BOL,after,FALSE,36.8476060808563
BOL,after,FALSE,69.1938862638684
